"","User_uid","project_phase","garden_type","garden_size","Local_tree_cover","fence_height","compost","pop_100","dist_water_100","imperv_100","noise_100","tree_cover_100","distance_border","inside","left","top","right","bottom","gridnumber","xcoord_centroid_25833","ycoord_centroid_25833","Squirrel_Week1","Squirrel_Week2","Squirrel_Week3","Squirrel_Week4"
"18",1170,3,"Wohngrundstueck",500,30,120,"Offen",31.5643825531006,721.234497070312,55.7419815063477,63.1910934448242,36.5204124450684,1728.78660735993,1,373646.96875,5823814.5,375646.96875,5821814.5,21,374646.96875,5822814.5,1,1,0,0
"19",1892,5,"Wohngrundstueck",350,5,80,"Keiner",35.8559989929199,387.551422119141,80.1600799560547,67.9008407592773,15.0638036727905,1317.81321001971,1,373646.96875,5823814.5,375646.96875,5821814.5,21,374646.96875,5822814.5,0,0,0,1
"20",1981,5,"Kleingarten",320,30,100,"Offen",4.4483585357666,601.936828613281,62.4231224060059,62.0317115783691,41.218677520752,1571.86956482123,1,373646.96875,5823814.5,375646.96875,5821814.5,21,374646.96875,5822814.5,NA,NA,NA,NA
"21",1991,5,"Wohngrundstueck",700,20,140,"Keiner",58.762020111084,526.294738769531,74.2116775512695,58.7249145507812,19.1543102264404,1836.01821346058,1,373646.96875,5823814.5,375646.96875,5821814.5,21,374646.96875,5822814.5,0,1,1,1
"22",2003,5,"Wohngrundstueck",400,10,70,"Offen",32.3876457214355,471.677154541016,57.7739715576172,63.3762474060059,36.3262901306152,1840.48463507085,1,373646.96875,5823814.5,375646.96875,5821814.5,21,374646.96875,5822814.5,1,0,0,0
"23",46,1,"Kleingarten",450,10,100,"Geschlossen",27.9709148406982,1255.20666503906,28.3973178863525,50.8688697814941,34.616153717041,547.639881434285,1,373646.96875,5821814.5,375646.96875,5819814.5,22,374646.96875,5820814.5,0,1,0,1
"24",1153,3,"Wohngrundstueck",800,30,120,"Keiner",6.5891900062561,467.022247314453,28.0252685546875,51.610466003418,19.2199230194092,1018.9539848218,1,373646.96875,5821814.5,375646.96875,5819814.5,22,374646.96875,5820814.5,NA,NA,NA,NA
"25",244,1,"Wohngrundstueck",700,50,160,"Offen",25.2959117889404,694.506591796875,34.3959350585938,48.1287803649902,43.8919830322266,2345.77741120752,1,373646.96875,5813814.5,375646.96875,5811814.5,26,374646.96875,5812814.5,NA,NA,NA,NA
"26",1501,4,"Wohngrundstueck",100,5,110,"Geschlossen",42.3095588684082,59.563404083252,24.6131801605225,45.1161117553711,29.0551300048828,2418.42042677166,1,373646.96875,5811814.5,375646.96875,5809814.5,27,374646.96875,5810814.5,NA,NA,NA,NA
"27",245,1,"Wohngrundstueck",50,10,100,"Keiner",52.0781669616699,510.624755859375,47.9226531982422,52.4274864196777,21.5811958312988,1846.50554729316,1,373646.96875,5809814.5,375646.96875,5807814.5,28,374646.96875,5808814.5,NA,NA,NA,NA
"28",284,1,"Wohngrundstueck",600,12,50,"Geschlossen",36.0372581481934,76.543815612793,14.0698404312134,48.5788040161133,44.552433013916,1907.71807486672,1,373646.96875,5809814.5,375646.96875,5807814.5,28,374646.96875,5808814.5,1,1,0,1
"29",396,2,"Wohngrundstueck",100,10,0,"Keiner",41.2122459411621,328.900756835938,22.4332866668701,48.6635894775391,11.4057626724243,2028.02476992492,1,373646.96875,5809814.5,375646.96875,5807814.5,28,374646.96875,5808814.5,1,0,0,0
"30",1096,3,"Wohngrundstueck",1000,30,110,"Geschlossen",51.1362228393555,262.087036132812,51.0264053344727,54.5068588256836,33.221549987793,1579.67267056988,1,373646.96875,5809814.5,375646.96875,5807814.5,28,374646.96875,5808814.5,NA,NA,NA,NA
"31",1344,4,"Wohngrundstueck",2500,20,120,"Offen",37.0733032226562,434.171600341797,14.0275716781616,48.1451110839844,1.68474686145782,2110.83715565845,1,373646.96875,5809814.5,375646.96875,5807814.5,28,374646.96875,5808814.5,NA,NA,NA,NA
"32",1767,5,"Wohngrundstueck",100,20,100,"Offen",53.6215286254883,253.668884277344,56.6277885437012,60.1536674499512,29.7117881774902,1593.0630823265,1,373646.96875,5809814.5,375646.96875,5807814.5,28,374646.96875,5808814.5,0,0,1,1
"33",246,1,"Wohngrundstueck",250,15,120,"Offen",38.0209312438965,646.579162597656,63.0497627258301,61.5429725646973,41.5562629699707,1549.0562014496,1,375646.96875,5825814.5,377646.96875,5823814.5,32,376646.96875,5824814.5,NA,NA,NA,NA
"34",287,1,"Wohngrundstueck",1500,10,120,"Geschlossen",52.3899955749512,841.100952148438,46.5431747436523,53.6722793579102,44.3737449645996,2256.77362683519,1,375646.96875,5825814.5,377646.96875,5823814.5,32,376646.96875,5824814.5,NA,NA,NA,NA
"35",1064,3,"Wohngrundstueck",150,70,120,"Offen",32.8961448669434,507.980743408203,89.2614135742188,71.4025726318359,13.8598737716675,3025.41877244896,1,375646.96875,5823814.5,377646.96875,5821814.5,33,376646.96875,5822814.5,0,1,0,0
"36",1221,3,"Wohngrundstueck",780,5,120,"Offen",30.6497764587402,154.606506347656,71.2749862670898,62.2617225646973,24.4095764160156,1855.42791753568,1,375646.96875,5823814.5,377646.96875,5821814.5,33,376646.96875,5822814.5,0,1,0,0
"37",1897,5,"Wohngrundstueck",160,10,180,"Geschlossen",42.9378433227539,224.49446105957,60.5918617248535,61.0864601135254,28.7688312530518,2223.55142088345,1,375646.96875,5823814.5,377646.96875,5821814.5,33,376646.96875,5822814.5,0,1,0,0
"38",56,1,"Kleingarten",350,5,120,"Offen",71.9457778930664,395.676086425781,83.7981338500977,56.0162811279297,7.63819217681885,2806.84540357304,1,375646.96875,5821814.5,377646.96875,5819814.5,34,376646.96875,5820814.5,0,1,1,1
"39",1129,3,"Wohngrundstueck",150,10,60,"Geschlossen",58.7299995422363,802.061950683594,68.9514007568359,59.3611793518066,30.1157665252686,1069.90976313501,1,375646.96875,5821814.5,377646.96875,5819814.5,34,376646.96875,5820814.5,0,0,1,0
"40",1222,3,"Kleingarten",199,10,70,"Offen",8.42180252075195,600.80078125,34.1785507202148,51.2290115356445,40.449836730957,1538.52896611929,1,375646.96875,5821814.5,377646.96875,5819814.5,34,376646.96875,5820814.5,NA,NA,NA,NA
"41",1600,4,"Kleingarten",350,40,180,"Geschlossen",12.7120513916016,372.459808349609,23.1251640319824,54.0309295654297,35.9012641906738,1911.89269293913,1,375646.96875,5821814.5,377646.96875,5819814.5,34,376646.96875,5820814.5,1,0,1,1
"42",57,1,"Wohngrundstueck",740,30,150,"Keiner",27.6891117095947,1189.87854003906,59.6827011108398,62.7655754089355,52.9806861877441,334.799698890653,1,375646.96875,5819814.5,377646.96875,5817814.5,35,376646.96875,5818814.5,NA,NA,NA,NA
"43",288,1,"Wohngrundstueck",600,50,150,"Geschlossen",39.7302398681641,645.991333007812,62.6023216247559,54.8097076416016,32.2253570556641,1066.95808188078,1,375646.96875,5819814.5,377646.96875,5817814.5,35,376646.96875,5818814.5,0,1,1,1
"44",588,2,"Wohngrundstueck",50,20,50,"Keiner",27.1383838653564,371.941680908203,44.3608322143555,50.2872314453125,47.7896499633789,1318.53766263968,1,375646.96875,5819814.5,377646.96875,5817814.5,35,376646.96875,5818814.5,NA,NA,NA,NA
"45",599,2,"Wohngrundstueck",829,20,140,"Offen",35.8950805664062,643.742065429688,62.515926361084,53.4899635314941,36.6727142333984,966.387070146571,1,375646.96875,5819814.5,377646.96875,5817814.5,35,376646.96875,5818814.5,0,1,0,1
"46",1072,3,"Kleingarten",600,5,170,"Offen",1.78059411048889,82.6446380615234,0,45.9360847473145,84.7539901733398,1668.79525203771,1,375646.96875,5819814.5,377646.96875,5817814.5,35,376646.96875,5818814.5,1,0,1,0
"47",1347,4,"Kleingarten",350,20,150,"Offen",20.0989227294922,215.646102905273,51.5123748779297,48.7366065979004,43.4682655334473,1333.41819484106,1,375646.96875,5819814.5,377646.96875,5817814.5,35,376646.96875,5818814.5,NA,NA,NA,NA
"48",1348,4,"Wohngrundstueck",300,20,160,"Keiner",43.9340057373047,751.343078613281,52.5176544189453,52.0720024108887,31.2339630126953,775.61401916111,1,375646.96875,5819814.5,377646.96875,5817814.5,35,376646.96875,5818814.5,NA,NA,NA,NA
"49",1769,5,"Wohngrundstueck",400,64,180,"Offen",27.5583534240723,1191.37048339844,36.2714042663574,53.2423515319824,38.1347961425781,340.664916645136,1,375646.96875,5819814.5,377646.96875,5817814.5,35,376646.96875,5818814.5,1,1,1,1
"50",289,1,"Wohngrundstueck",3000,10,80,"Offen",17.5527000427246,98.8117218017578,74.4792861938477,65.0379028320312,8.35044097900391,2368.3440213061,1,375646.96875,5817814.5,377646.96875,5815814.5,36,376646.96875,5816814.5,NA,NA,NA,NA
"51",1104,3,"Wohngrundstueck",600,15,120,"Offen",6.41083908081055,555.972351074219,24.4125366210938,46.7961883544922,56.4279861450195,2527.7534318031,1,375646.96875,5817814.5,377646.96875,5815814.5,36,376646.96875,5816814.5,1,1,1,1
"52",1770,5,"Wohngrundstueck",2000,10,180,"Offen",27.5463218688965,101.31184387207,67.2290725708008,66.4373474121094,13.5730085372925,2692.18239004132,1,375646.96875,5817814.5,377646.96875,5815814.5,36,376646.96875,5816814.5,NA,NA,NA,NA
"53",61,1,"Wohngrundstueck",780,50,120,"Keiner",27.1100006103516,212.924682617188,5.12464332580566,47.1303634643555,56.815185546875,3310.01237900126,1,375646.96875,5815814.5,377646.96875,5813814.5,37,376646.96875,5814814.5,1,0,0,0
"54",1094,3,"Kleingarten",100,10,90,"Keiner",0.0697480663657188,229.663879394531,12.1542196273804,69.6231842041016,33.2923469543457,1315.87504811408,1,375646.96875,5811814.5,377646.96875,5809814.5,39,376646.96875,5810814.5,NA,NA,NA,NA
"55",1185,3,"Wohngrundstueck",750,80,120,"Keiner",24.5596199035645,94.3014831542969,1.15230250358582,63.9780616760254,72.1075744628906,1109.89781989401,1,375646.96875,5809814.5,377646.96875,5807814.5,40,376646.96875,5808814.5,1,1,1,1
"56",1528,4,"Wohngrundstueck",1200,5,120,"Offen",27.7582912445068,222.002075195312,34.7519416809082,60.4703330993652,23.4735069274902,650.477577691449,1,377646.96875,5831814.5,379646.96875,5829814.5,42,378646.96875,5830814.5,NA,NA,NA,NA
"57",1529,4,"Wohngrundstueck",250,2,60,"Offen",30.2160396575928,102.781875610352,74.3863143920898,57.3282508850098,8.41216945648193,438.973408133057,1,377646.96875,5831814.5,379646.96875,5829814.5,42,378646.96875,5830814.5,NA,NA,NA,NA
"58",403,2,"Wohngrundstueck",150,2,60,"Keiner",37.3998756408691,59.2694091796875,18.2930431365967,38.5829010009766,23.3234176635742,270.553496463195,1,377646.96875,5829814.5,379646.96875,5827814.5,43,378646.96875,5828814.5,NA,NA,NA,NA
"59",1192,3,"Wohngrundstueck",2000,40,175,"Offen",37.0177917480469,61.226188659668,0,38.757568359375,61.9566078186035,259.929870920365,1,377646.96875,5829814.5,379646.96875,5827814.5,43,378646.96875,5828814.5,NA,NA,NA,NA
"60",1899,5,"Wohngrundstueck",400,15,125,"Offen",37.3353385925293,525.979309082031,46.0265312194824,56.2526435852051,40.2920837402344,2884.3409864856,1,377646.96875,5825814.5,379646.96875,5823814.5,45,378646.96875,5824814.5,1,0,0,0
"61",1900,5,"Wohngrundstueck",400,15,120,"Offen",44.0771522521973,553.455688476562,61.400276184082,56.3752784729004,27.076639175415,2898.78921111836,1,377646.96875,5825814.5,379646.96875,5823814.5,45,378646.96875,5824814.5,NA,NA,NA,NA
"62",1150,3,"Wohngrundstueck",650,10,200,"Offen",143.776306152344,40.5950584411621,58.5898017883301,61.0193138122559,1.2923846244812,4363.0778011933,1,377646.96875,5823814.5,379646.96875,5821814.5,46,378646.96875,5822814.5,1,0,0,0
"63",68,1,"Kleingarten",580,2,120,"Offen",0.300000011920929,111.020690917969,44.2794761657715,63.1333541870117,57.2948913574219,3328.87828815043,1,377646.96875,5821814.5,379646.96875,5819814.5,47,378646.96875,5820814.5,NA,NA,NA,NA
"64",1158,3,"Kleingarten",300,5,250,"Offen",104.207000732422,59.8015594482422,90.5477752685547,62.7889518737793,5.75288152694702,3519.57672972763,1,377646.96875,5821814.5,379646.96875,5819814.5,47,378646.96875,5820814.5,NA,NA,NA,NA
"65",70,1,"Kleingarten",3400,40,160,"Offen",1.29760670661926,83.8775024414062,7.32614517211914,54.0474128723145,46.0906715393066,3079.61782353467,1,377646.96875,5819814.5,379646.96875,5817814.5,48,378646.96875,5818814.5,NA,NA,NA,NA
"66",73,1,"Wohngrundstueck",500,10,100,"Offen",48.9760704040527,631.836059570312,10.3455152511597,60.0495185852051,44.5334129333496,1711.89747678897,1,377646.96875,5811814.5,379646.96875,5809814.5,52,378646.96875,5810814.5,0,1,1,1
"67",414,2,"Wohngrundstueck",400,30,100,"Offen",30.9869537353516,842.664123535156,16.6427917480469,54.4639205932617,56.8146018981934,1356.56167702322,1,377646.96875,5811814.5,379646.96875,5809814.5,52,378646.96875,5810814.5,0,0,0,1
"68",561,2,"Wohngrundstueck",200,10,180,"Keiner",55.6058692932129,1199.31188964844,26.0220317840576,61.7803192138672,14.3917980194092,1002.27997039259,1,377646.96875,5811814.5,379646.96875,5809814.5,52,378646.96875,5810814.5,0,0,0,1
"69",1209,3,"Wohngrundstueck",175,10,60,"Keiner",88.9669799804688,1101.84912109375,25.4435806274414,53.6337013244629,40.2041053771973,1266.4119562959,1,377646.96875,5811814.5,379646.96875,5809814.5,52,378646.96875,5810814.5,NA,NA,NA,NA
"70",1210,3,"Wohngrundstueck",200,3,110,"Geschlossen",69.7099990844727,1051.11279296875,12.1950178146362,54.3933296203613,48.0910339355469,1189.9571837805,1,377646.96875,5811814.5,379646.96875,5809814.5,52,378646.96875,5810814.5,0,1,1,0
"71",416,2,"Wohngrundstueck",680,30,140,"Keiner",42.7877731323242,931.842834472656,20.4180221557617,54.3785743713379,62.6598854064941,256.741072976987,1,377646.96875,5809814.5,379646.96875,5807814.5,53,378646.96875,5808814.5,NA,NA,NA,NA
"72",1198,3,"Wohngrundstueck",400,10,120,"Geschlossen",32.4032020568848,886.513427734375,43.6345062255859,53.3678932189941,35.463321685791,560.312790644989,1,377646.96875,5809814.5,379646.96875,5807814.5,53,378646.96875,5808814.5,NA,NA,NA,NA
"73",1679,4,"Wohngrundstueck",40,6,60,"Keiner",64.487060546875,1768.60778808594,60.6513519287109,49.2811164855957,26.3256301879883,448.107106279717,1,377646.96875,5809814.5,379646.96875,5807814.5,53,378646.96875,5808814.5,NA,NA,NA,NA
"74",1901,5,"Wohngrundstueck",800,5,150,"Geschlossen",44.7711029052734,669.347229003906,54.3930397033691,55.5034294128418,36.0036010742188,487.478379686836,1,377646.96875,5809814.5,379646.96875,5807814.5,53,378646.96875,5808814.5,NA,NA,NA,NA
"75",1950,5,"Kleingarten",460,30,130,"Offen",0.201363861560822,2033.66918945312,40.4836921691895,60.8649978637695,41.1112670898438,157.081874634403,1,377646.96875,5809814.5,379646.96875,5807814.5,53,378646.96875,5808814.5,NA,NA,NA,NA
"76",1502,4,"Wohngrundstueck",500,10,100,"Geschlossen",37.9925994873047,422.984802246094,65.4678497314453,62.7084617614746,51.45068359375,260.956902493727,1,379646.96875,5833814.5,381646.96875,5831814.5,54,380646.96875,5832814.5,NA,NA,NA,NA
"77",293,1,"Wohngrundstueck",1100,20,120,"Offen",37.4117012023926,1166.04602050781,44.5533866882324,49.7056770324707,55.8504371643066,2031.09877989103,1,379646.96875,5831814.5,381646.96875,5829814.5,55,380646.96875,5830814.5,NA,NA,NA,NA
"78",1083,3,"Wohngrundstueck",380,10,100,"Geschlossen",44.0572166442871,757.281494140625,28.5519618988037,56.3837890625,48.509765625,1092.31990636814,1,379646.96875,5831814.5,381646.96875,5829814.5,55,380646.96875,5830814.5,NA,NA,NA,NA
"79",1225,3,"Wohngrundstueck",760,20,110,"Geschlossen",40.7234878540039,677.598327636719,43.896900177002,51.1205101013184,43.0285797119141,848.349968503438,1,379646.96875,5831814.5,381646.96875,5829814.5,55,380646.96875,5830814.5,NA,NA,NA,NA
"80",1771,5,"Wohngrundstueck",880,20,90,"Offen",37.5082550048828,173.547714233398,49.8510513305664,48.7587013244629,33.015983581543,1152.72401958139,1,379646.96875,5831814.5,381646.96875,5829814.5,55,380646.96875,5830814.5,NA,NA,NA,NA
"81",1773,5,"Wohngrundstueck",900,30,150,"Offen",40.1093368530273,647.994689941406,35.8759002685547,49.4985008239746,47.7430725097656,1767.94062862799,1,379646.96875,5831814.5,381646.96875,5829814.5,55,380646.96875,5830814.5,1,1,1,1
"82",76,1,"Wohngrundstueck",1000,20,140,"Offen",47.2953758239746,1510.12756347656,59.6261978149414,54.6417388916016,47.4880485534668,1951.85504189871,1,379646.96875,5829814.5,381646.96875,5827814.5,56,380646.96875,5828814.5,NA,NA,NA,NA
"83",294,1,"Wohngrundstueck",450,0,140,"Keiner",32.5230865478516,468.691955566406,58.166748046875,46.3032035827637,45.6166534423828,1329.09681863891,1,379646.96875,5829814.5,381646.96875,5827814.5,56,380646.96875,5828814.5,NA,NA,NA,NA
"84",1199,3,"Wohngrundstueck",600,10,150,"Offen",38.4620475769043,900.948547363281,37.3345146179199,43.1532325744629,18.9154758453369,1185.0960158231,1,379646.96875,5827814.5,381646.96875,5825814.5,57,380646.96875,5826814.5,0,1,0,0
"85",1774,5,"Wohngrundstueck",600,35,120,"Keiner",39.2055397033691,262.133361816406,36.9547233581543,40.4342346191406,24.9974212646484,627.704872310907,1,379646.96875,5827814.5,381646.96875,5825814.5,57,380646.96875,5826814.5,0,0,1,0
"86",425,2,"Kleingarten",400,10,150,"Geschlossen",0.27628156542778,220.122024536133,0.223066926002502,73.4151458740234,72.6192474365234,4330.93945005461,1,379646.96875,5825814.5,381646.96875,5823814.5,58,380646.96875,5824814.5,NA,NA,NA,NA
"87",426,2,"Kleingarten",400,10,100,"Geschlossen",46.5647315979004,182.04719543457,63.2159538269043,62.4328346252441,33.4010772705078,3383.23041304862,1,379646.96875,5825814.5,381646.96875,5823814.5,58,380646.96875,5824814.5,NA,NA,NA,NA
"88",1097,3,"Kleingarten",280,25,100,"Offen",3.4501485824585,187.368560791016,8.81795978546143,66.5755004882812,40.6223335266113,3737.34008833247,1,379646.96875,5825814.5,381646.96875,5823814.5,58,380646.96875,5824814.5,NA,NA,NA,NA
"89",1603,4,"Kleingarten",300,10,150,"Offen",1.16452789306641,77.0513610839844,46.923942565918,54.2932243347168,59.6916007995605,2462.28136318733,1,379646.96875,5825814.5,381646.96875,5823814.5,58,380646.96875,5824814.5,1,0,0,0
"90",566,2,"Wohngrundstueck",100,15,80,"Keiner",111.439872741699,236.009582519531,55.0161895751953,67.3627319335938,25.7406558990479,5979.86549548153,1,379646.96875,5821814.5,381646.96875,5819814.5,60,380646.96875,5820814.5,NA,NA,NA,NA
"91",1551,4,"Wohngrundstueck",1000,20,160,"Offen",34.7397003173828,800.296325683594,18.6100177764893,62.4950218200684,28.6682071685791,4250.5722089195,1,379646.96875,5819814.5,381646.96875,5817814.5,61,380646.96875,5818814.5,NA,NA,NA,NA
"92",81,1,"Kleingarten",320,10,100,"Offen",0,870.496459960938,37.1000747680664,51.4744529724121,0,5914.85296435415,1,379646.96875,5817814.5,381646.96875,5815814.5,62,380646.96875,5816814.5,NA,NA,NA,NA
"93",435,2,"Wohngrundstueck",50,20,50,"Keiner",100.064018249512,225.759918212891,49.6511993408203,44.6514167785645,53.7886581420898,2923.95028462182,1,379646.96875,5813814.5,381646.96875,5811814.5,64,380646.96875,5812814.5,NA,NA,NA,NA
"94",569,2,"Wohngrundstueck",180,25,90,"Geschlossen",80.4124145507812,648.520324707031,28.6086330413818,50.6260833740234,41.3413772583008,3584.13912268358,1,379646.96875,5813814.5,381646.96875,5811814.5,64,380646.96875,5812814.5,NA,NA,NA,NA
"95",1226,3,"Wohngrundstueck",500,15,80,"Geschlossen",63.5233955383301,1098.61560058594,15.1336336135864,46.9781608581543,21.2530937194824,3844.67024113865,1,379646.96875,5813814.5,381646.96875,5811814.5,64,380646.96875,5812814.5,NA,NA,NA,NA
"96",1360,4,"Wohngrundstueck",200,20,100,"Keiner",104.28946685791,554.59814453125,47.1672210693359,46.7454032897949,35.1701316833496,3323.13451249493,1,379646.96875,5813814.5,381646.96875,5811814.5,64,380646.96875,5812814.5,0,0,1,0
"97",1902,5,"Wohngrundstueck",700,20,100,"Offen",28.3625659942627,337.158966064453,0.0399457700550556,50.8170280456543,72.8849639892578,3238.32708583583,1,379646.96875,5813814.5,381646.96875,5811814.5,64,380646.96875,5812814.5,0,1,1,0
"98",1903,5,"Wohngrundstueck",250,10,0,"Offen",81.0783996582031,711.927490234375,23.0770969390869,59.5591239929199,35.8200607299805,3571.98831304246,1,379646.96875,5813814.5,381646.96875,5811814.5,64,380646.96875,5812814.5,NA,NA,NA,NA
"99",249,1,"Kleingarten",270,10,120,"Offen",8.09940624237061,1274.82641601562,67.9232406616211,56.1963996887207,13.953314781189,1077.39588493753,1,379646.96875,5811814.5,381646.96875,5809814.5,65,380646.96875,5810814.5,NA,NA,NA,NA
"100",438,2,"Wohngrundstueck",150,5,180,"Geschlossen",60.7929725646973,902.142578125,36.9308738708496,54.2195854187012,10.3273429870605,1635.22064404851,1,379646.96875,5811814.5,381646.96875,5809814.5,65,380646.96875,5810814.5,NA,NA,NA,NA
"101",1117,3,"Wohngrundstueck",550,10,100,"Offen",44.4844551086426,491.104309082031,0,50.054874420166,64.6476898193359,2354.23504013625,1,379646.96875,5811814.5,381646.96875,5809814.5,65,380646.96875,5810814.5,NA,NA,NA,NA
"102",1361,4,"Wohngrundstueck",500,30,120,"Offen",40.0460243225098,535.194580078125,38.0407409667969,61.4386558532715,30.7146415710449,1663.94982402474,1,379646.96875,5811814.5,381646.96875,5809814.5,65,380646.96875,5810814.5,NA,NA,NA,NA
"103",1775,5,"Wohngrundstueck",610,35,105,"Keiner",31.0787525177002,615.267578125,0.606974303722382,49.2401962280273,71.1996383666992,2498.88274280652,1,379646.96875,5811814.5,381646.96875,5809814.5,65,380646.96875,5810814.5,1,0,1,1
"104",89,1,"Kleingarten",300,15,140,"Geschlossen",2.05340051651001,144.185073852539,45.5305595397949,46.1883964538574,43.615421295166,146.822021179599,1,379646.96875,5807814.5,381646.96875,5805814.5,67,380646.96875,5806814.5,NA,NA,NA,NA
"105",91,1,"Wohngrundstueck",1000,30,80,"Offen",38.5933494567871,555.722290039062,26.5773391723633,42.0045166015625,32.6341323852539,112.658536398622,1,381646.96875,5833814.5,383646.96875,5831814.5,68,382646.96875,5832814.5,NA,NA,NA,NA
"106",1078,3,"Wohngrundstueck",1000,30,120,"Offen",36.4682540893555,341.823028564453,31.3524513244629,42.2998733520508,22.1648616790771,558.22627559657,1,381646.96875,5833814.5,383646.96875,5831814.5,68,382646.96875,5832814.5,1,0,0,0
"107",1776,5,"Wohngrundstueck",400,20,120,"Offen",42.9756698608398,510.359344482422,17.4232788085938,42.1786918640137,27.3673820495605,665.255657310468,1,381646.96875,5833814.5,383646.96875,5831814.5,68,382646.96875,5832814.5,NA,NA,NA,NA
